"HonestPre";"ActuallyAre";"HACCT_9";"HACCT_14";"HACCT_22";"HACCT_30";"HACCT_10";"HACCT_1";"HACCT_43";"HACCT_26";"HACCT_2";"HACCT_6";"HACCT_25";"HACCT_49";"HACCT_AttentionHA";"Guide_1";"Guide_2";"Guide_3";"Guide_4";"Guide_5";"Guide_6";"Guide_7";"Guide_8";"GuideNY";"TACCT_10";"TACCT_13";"TACCT_19";"TACCT_23";"TACCT_26";"TACCT_31";"TACCT_35";"TACCT_38";"TACCT_41";"TACCT_49";"TACCT_AttentionTA";"RCI_1";"RCI_2";"RCI_3";"RCI_4";"RCI_5";"RCI_6";"RCI_7";"RCI_8";"RCI_9";"RCI_10";"STI_1";"STI_2";"STI_3";"STI_4";"STI_5";"STI_6";"STI_7";"STI_8";"AcctTo_1";"AcctTo_2";"AcctGod0no1yes";"AcctTo_3";"AcctTo_4";"AcctTo_5";"AcctTo_6";"AcctTo_7";"AcctTo_8";"AcctTo_9";"R_S_2x2";"R_S_Slider_4";"R_S_Slider_5";"Member";"Repair_AttentionRepair";"bNeutral";"RepX2_2new";"RepX2_3new";"RepX2_4new";"RepX2_12new";"RepX2_20new";"RepX2_17new";"RepX2_16new";"RepX2_5new";"RepX2_6new";"RepX2_9new";"RepX2_AttentionRepX2";"bfi1";"bfi2";"bfi2r";"bfi3";"bfi4";"bfi5";"bfi6";"bfi6r";"bfi7";"bfi8";"bfi8r";"bfi9";"bfi9r";"bfi10";"bfi11";"bfi12";"bfi12r";"bfi13";"bfi14";"bfi15";"bfi16";"bfi17";"bfi18";"bfi18r";"bfi19";"bfi20";"bfi21";"bfi21r";"bfi22";"bfi23";"bfi23r";"bfi24";"bfi24r";"bfi25";"bfi26";"bfi27";"bfi27r";"bfi28";"bfi29";"bfi30";"bfi31";"bfi31r";"bfi32";"bfi33";"bfi34";"bfi34r";"bfi35";"bfi35r";"bfi36";"bfi37";"bfi37r";"bfi38";"bfi39";"bfi40";"bfi41";"bfi41r";"bfi42";"bfi43";"bfi43r";"bfi44";"MLQ_MLQp1";"MLQ_MLQs2";"MLQ_MLQs3";"MLQ_MLQp4";"MLQ_MLQp5";"MLQ_MLQp6";"MLQ_MLQs7";"MLQ_MLQs8";"MLQ_MLQp9doR";"MLQ9rev";"MLQ_MLQs10";"FLmo_1";"FLmo_2";"FLmo_3";"FLmo_4";"FLmo_5";"FLmo_6";"FLmo_7";"FLmo_8";"FLmo_9";"FLmo_10";"FLmo_11";"FLmo_12";"FLmo_13";"FLmo_14";"SD_3";"SD_6";"SD_10";"SD_12";"SD_13";"SD13rev";"SD_15";"SD_16";"SD16rev";"SD_19";"SD_21";"SD21rev";"SD_26";"SD26rev";"SD_28";"SD_30";"SD_33";"SD33rev";"SDsumraw";"SDTotalUse";"Predict";"RepX2Tot6";"FLmoTot";"MLQPresence";"MLQSearch";"RCI10Tot";"STISpiritual";"STIGod";"STItot";"bfia";"bfic";"bfie";"bfin";"bfio";"HAcct11Tot";"TAcct10Tot"
1;1;4;4;4;3;4;4;4;4;4;4;4;4;2;1;NA;NA;NA;NA;NA;NA;NA;2;5;5;4;5;5;5;5;5;5;5;1;4;4;4;5;5;2;2;2;2;2;4;5;5;5;5;5;5;5;NA;1;1;1;NA;NA;NA;NA;NA;NA;1;100;100;1;1;2;4;4;4;4;4;4;4;4;4;4;1;1;2;4;2;1;5;5;1;5;2;4;3;3;3;3;1;5;3;4;5;3;5;4;2;5;5;5;1;5;4;2;5;1;5;2;3;3;4;4;1;4;2;5;4;2;4;5;1;5;4;2;3;4;4;5;1;3;4;2;5;7;7;7;7;7;7;7;7;1;7;6;4;4;4;3;5;1;5;5;5;5;5;5;5;5;2;2;2;1;1;2;2;1;2;2;1;2;1;2;2;2;1;2;25;12;1;24;61;35;34;32;19;20;39;4,11111111111111;2,88888888888889;2,25;3,25;3,5;43;49
1;1;4;4;4;4;3;3;4;4;4;4;3;4;2;1;NA;NA;NA;NA;NA;NA;NA;2;3;3;3;3;3;3;3;3;3;3;1;1;2;3;3;3;3;4;3;2;2;2;3;3;2;3;3;3;2;1;NA;0;NA;NA;NA;NA;NA;NA;NA;1;64;77;2;1;2;3;3;3;3;3;3;3;3;3;3;1;4;3;3;3;3;3;4;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1;1;1;1;1;2;1;1;2;1;1;2;1;2;1;1;1;2;18;5;1;18;42;20;20;26;11;10;21;3;3;3;3;3;42;30
1;1;3;5;4;5;4;3;5;5;5;4;3;3;2;1;NA;NA;NA;NA;NA;NA;NA;2;2;4;2;4;2;3;4;4;4;4;1;1;1;2;2;3;1;1;1;1;1;1;5;4;3;2;3;3;4;1;NA;1;1;NA;1;1;NA;1;NA;1;50;50;1;1;2;3;4;4;3;3;4;5;4;4;3;1;4;3;3;4;3;4;3;3;3;4;2;4;2;4;2;3;3;4;4;4;2;2;1;5;3;3;3;3;5;4;2;3;3;3;4;3;3;4;5;3;3;3;1;4;3;3;2;4;5;5;1;4;1;3;3;3;1;1;5;4;3;3;3;2;2;2;1;2;6;2;2;2;0;1;0;0;1;1;0;5;2;1;1;5;0;2;1;2;1;1;2;1;1;2;1;2;1;1;2;2;1;2;1;19;6;1;21;19;11;11;14;10;15;25;2,44444444444444;3,77777777777778;3,25;3;3,5;46;33
1;1;3;4;4;4;4;3;3;4;3;3;4;3;2;NA;NA;NA;NA;NA;1;NA;NA;2;3;3;4;4;4;4;4;4;3;3;1;3;4;2;4;4;3;3;2;4;3;5;5;5;4;3;4;4;4;NA;NA;0;NA;1;NA;NA;NA;NA;NA;3;48;70;1;1;2;4;5;5;4;5;4;5;5;4;4;1;3;2;4;3;3;2;2;4;4;4;2;3;3;3;3;2;4;4;3;4;3;3;3;3;2;3;3;3;3;3;3;3;3;2;4;4;2;3;4;3;2;4;2;3;3;3;3;3;3;2;4;3;3;4;3;3;4;2;4;3;3;4;5;5;3;5;4;4;4;4;5;3;5;4;3;4;3;3;4;3;4;3;4;4;3;2;2;2;2;1;2;2;2;1;2;2;1;2;1;2;2;2;1;22;9;2;27;50;20;22;32;17;17;34;3,33333333333333;3,11111111111111;3,375;3;3;38;36
1;1;4;4;5;4;4;5;4;4;4;3;4;4;2;1;NA;NA;NA;NA;NA;NA;NA;2;4;5;5;4;3;4;4;4;4;4;1;2;1;2;4;4;3;5;4;3;1;6;5;6;6;6;6;5;5;NA;NA;1;1;NA;NA;NA;1;1;NA;1;59;92;1;1;2;5;4;4;4;5;4;4;5;5;4;1;5;2;4;4;3;3;2;4;4;2;4;2;4;4;3;2;4;4;4;4;3;5;2;4;5;4;2;4;4;4;2;1;5;3;3;2;4;4;4;3;2;4;5;4;3;3;3;3;4;1;5;4;4;3;5;1;4;3;3;3;2;7;6;4;4;4;5;6;4;4;4;4;4;4;2;1;3;5;3;4;4;5;3;4;2;1;2;2;2;1;2;2;1;2;1;1;2;2;1;1;1;1;2;21;8;1;26;48;18;28;29;23;22;45;4,33333333333333;3,66666666666667;3,75;4;3,1;45;41
1;1;5;5;4;5;4;5;4;4;4;5;5;4;2;1;NA;NA;NA;NA;NA;NA;NA;2;4;5;4;5;4;4;5;4;4;3;1;3;4;5;4;5;4;4;3;4;4;6;5;5;5;5;6;5;6;1;NA;1;1;NA;1;1;1;1;NA;3;36;79;1;1;2;5;5;5;5;5;5;4;4;4;5;1;4;3;3;4;3;5;3;3;5;4;2;5;1;4;4;2;4;5;2;5;4;3;1;5;3;4;3;3;1;1;5;3;3;3;4;2;4;4;4;4;3;3;4;4;4;2;4;2;4;4;2;4;3;5;4;2;4;4;2;4;5;6;7;6;6;7;6;7;7;1;5;4;4;5;4;4;5;4;4;3;4;3;3;4;4;2;2;2;2;1;2;2;1;2;2;1;2;1;2;2;2;1;2;26;13;1;30;55;25;31;40;21;22;43;3,33333333333333;3,88888888888889;3,625;2,625;3,8;49;42
1;1;3;3;4;3;4;4;5;4;4;4;4;4;2;1;NA;NA;NA;NA;NA;NA;NA;2;4;4;5;5;4;4;4;4;4;4;1;3;2;2;3;2;1;1;2;2;2;4;4;5;5;5;5;5;4;1;1;1;1;NA;1;NA;NA;1;NA;3;2;100;2;1;2;3;4;4;4;5;4;3;4;4;5;1;3;3;3;4;3;4;4;2;4;4;2;4;2;4;3;1;5;4;3;5;4;5;3;3;5;5;3;3;5;3;3;4;2;4;4;2;4;4;4;4;4;2;4;5;4;2;4;2;4;3;3;4;5;4;3;3;4;5;1;3;4;6;6;4;6;5;6;5;4;4;6;3;3;3;3;3;3;3;3;3;4;3;3;3;3;1;2;1;1;1;2;2;2;1;1;2;1;2;1;1;2;2;1;17;4;1;24;43;23;29;20;19;18;37;4,11111111111111;3,33333333333333;3,125;3,25;3,8;42;42
1;1;4;2;3;4;4;4;4;4;4;3;4;4;2;1;NA;NA;NA;NA;NA;NA;NA;2;3;3;3;3;3;5;5;5;5;5;1;4;4;4;4;4;4;4;4;4;3;6;6;6;6;6;6;6;5;NA;1;0;NA;NA;NA;NA;NA;NA;NA;1;100;92;2;1;2;3;3;5;5;5;4;4;5;5;5;1;3;4;2;4;2;4;3;3;3;4;2;3;3;4;4;3;3;3;5;5;3;4;4;2;2;3;3;3;3;4;2;5;1;5;5;3;3;3;2;4;3;3;4;4;4;2;4;2;4;4;2;3;3;4;3;3;4;4;2;4;6;4;5;5;6;5;5;7;4;4;4;5;5;5;5;5;3;5;5;5;5;5;5;5;5;2;2;1;1;1;2;1;1;2;1;1;2;1;2;1;2;2;1;20;7;2;25;68;26;25;39;24;23;47;3,11111111111111;2,77777777777778;3,5;2,5;3,8;40;40
1;1;5;4;5;3;3;4;5;4;5;4;2;2;2;1;NA;NA;NA;NA;NA;NA;NA;2;4;5;4;3;2;4;5;4;3;4;1;5;1;4;4;4;3;4;5;1;2;6;6;5;6;6;6;6;6;1;1;1;1;NA;1;NA;NA;1;NA;3;49;91;2;1;2;4;3;3;4;3;3;5;5;5;5;1;1;3;3;1;5;4;5;1;5;4;2;4;2;2;1;1;5;4;4;4;2;4;5;1;2;4;1;5;5;1;5;3;3;4;3;5;1;3;5;4;4;2;5;3;3;3;4;2;3;3;3;1;4;3;4;2;4;5;1;1;6;4;5;6;6;6;3;3;3;5;4;1;1;0;2;2;3;3;3;3;0;1;3;1;3;1;1;1;1;2;1;1;1;2;2;2;1;2;1;1;1;1;2;16;3;1;20;26;29;19;33;23;24;47;3,88888888888889;2,33333333333333;2,25;3,5;3;44;38
1;1;4;5;4;5;5;4;5;5;5;5;4;4;2;1;NA;NA;NA;NA;NA;NA;NA;2;3;4;4;4;3;4;4;4;4;3;1;1;2;2;1;2;2;1;1;1;1;4;5;6;4;4;4;4;3;1;1;0;NA;NA;1;NA;1;1;NA;2;50;0;1;1;2;5;5;5;5;5;5;5;5;5;5;1;5;4;2;5;4;4;2;4;5;4;2;1;5;3;1;1;5;5;4;4;4;2;1;5;4;5;1;5;3;5;1;2;4;2;5;5;1;4;5;2;2;4;5;5;2;4;4;2;4;2;4;4;2;3;4;2;5;4;2;1;3;5;5;2;6;5;5;5;1;7;6;3;3;1;0;0;1;3;2;5;4;3;4;3;1;2;2;2;2;1;2;2;1;2;1;1;2;2;1;1;1;1;2;22;9;1;30;33;23;26;14;18;16;34;3,55555555555556;3,66666666666667;4;4;2,8;51;37
1;1;5;5;5;5;5;5;5;5;5;5;5;5;2;1;NA;NA;NA;NA;NA;NA;NA;2;5;4;4;4;3;4;5;5;4;5;1;3;2;3;4;4;4;3;4;3;2;5;5;5;5;5;5;5;4;1;1;1;1;1;1;1;1;1;NA;1;75;75;2;1;2;5;4;5;4;4;4;4;5;5;4;1;3;2;4;5;1;3;4;2;4;2;4;2;4;4;4;1;5;5;3;4;3;2;2;4;4;3;3;3;4;2;4;4;2;2;3;2;4;5;2;4;3;3;4;4;4;2;2;4;3;4;2;5;4;4;1;5;4;2;4;5;4;1;2;4;5;5;5;6;2;6;5;4;5;5;3;2;3;3;1;4;5;5;5;3;4;2;1;2;2;1;2;1;1;2;1;1;2;2;1;1;1;2;1;19;6;1;26;52;24;19;32;20;19;39;3,66666666666667;4,44444444444444;3;2,75;3,8;55;43
1;1;3;3;4;5;4;1;5;5;5;5;4;3;2;1;NA;NA;NA;NA;NA;NA;NA;2;5;3;5;5;3;3;4;3;4;4;1;1;1;3;4;2;1;2;5;1;1;5;5;6;6;4;6;6;6;1;1;1;1;NA;NA;NA;NA;1;NA;3;8;98;1;1;2;5;4;4;4;4;4;4;5;4;5;1;4;5;1;5;1;5;3;3;1;2;4;5;1;5;3;2;4;4;3;5;2;3;3;3;1;5;4;2;5;3;3;3;3;5;3;5;1;5;3;4;4;2;3;5;5;1;3;3;2;4;2;3;3;4;1;5;3;1;5;3;4;1;4;4;4;4;4;4;1;7;7;4;5;4;2;3;0;4;0;5;5;4;3;4;5;2;1;2;1;1;2;2;1;2;2;2;1;2;1;2;1;1;2;21;8;1;25;48;23;20;21;21;23;44;2,55555555555556;4,11111111111111;2,625;2;4,4;43;39
1;1;4;4;5;5;5;4;5;4;5;5;5;5;2;1;NA;NA;1;NA;NA;NA;NA;2;2;2;1;1;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;NA;0;NA;NA;1;1;1;1;NA;4;3;6;1;1;2;5;4;4;4;3;4;4;5;4;4;1;5;4;2;4;4;3;2;4;4;5;1;4;2;4;4;4;2;5;4;3;4;4;5;1;2;4;1;5;4;4;2;2;4;3;5;4;2;3;5;5;1;5;4;4;4;2;2;4;5;4;2;4;1;4;1;5;4;4;2;5;6;6;6;6;6;5;6;5;1;7;6;3;3;3;3;5;3;3;3;4;3;4;4;5;4;1;1;1;1;1;2;1;1;2;2;1;2;2;1;1;1;2;1;17;4;1;24;50;30;29;10;4;6;10;3,11111111111111;2,88888888888889;4,625;3;4;51;18
1;1;4;4;4;3;4;3;4;4;3;4;4;4;2;1;NA;NA;NA;NA;NA;NA;NA;2;4;4;4;4;3;4;4;4;4;4;1;1;1;3;3;3;2;2;3;2;1;5;5;4;5;4;5;5;3;1;1;1;1;NA;NA;NA;NA;NA;NA;1;51;52;2;1;2;3;4;4;4;3;3;4;3;3;4;1;4;2;4;4;2;3;4;2;4;1;5;3;3;5;2;1;5;4;2;3;4;3;1;5;4;3;2;4;4;1;5;3;3;3;3;1;5;4;3;4;2;4;4;4;3;3;3;3;4;1;5;4;2;4;4;2;4;2;4;3;5;5;5;5;5;5;5;5;1;7;5;4;5;4;3;3;3;3;3;4;4;4;3;4;3;2;2;2;2;1;2;2;1;2;1;1;2;1;2;1;2;2;1;23;10;2;21;50;27;25;21;18;18;36;4,22222222222222;4,33333333333333;3,375;2,75;3,3;41;39
1;1;4;2;5;4;2;3;4;5;4;4;3;4;2;NA;NA;NA;NA;NA;NA;1;NA;2;5;5;4;4;5;5;4;4;4;4;1;5;1;5;3;4;3;3;5;4;2;6;5;4;5;6;4;6;5;1;1;0;NA;1;1;1;1;1;NA;3;14;98;1;1;2;4;4;3;3;4;3;4;4;4;4;1;4;4;2;4;4;5;4;2;2;4;2;1;5;5;3;4;2;5;4;5;2;5;4;2;5;5;5;1;5;4;2;2;4;3;1;1;5;4;5;5;4;2;5;3;3;3;2;4;3;4;2;4;5;5;1;5;4;4;2;4;6;5;5;6;6;6;4;5;1;7;5;4;4;3;3;3;3;4;2;3;3;4;5;3;5;1;1;1;2;1;2;2;2;1;2;2;1;2;1;1;1;2;1;17;4;1;21;49;31;24;35;22;19;41;3,55555555555556;3,11111111111111;2,25;4,375;4,6;41;44
1;1;4;5;5;5;4;5;5;5;5;5;5;5;2;1;NA;NA;NA;NA;NA;NA;NA;2;5;4;4;4;3;4;5;5;5;5;1;2;2;3;5;3;3;3;4;3;2;5;4;5;5;5;5;5;4;1;1;1;1;1;1;NA;NA;1;NA;1;64;76;1;1;2;4;5;4;5;4;5;5;5;5;5;1;5;3;3;5;4;3;4;2;4;2;4;1;5;5;5;2;4;4;5;3;4;5;5;1;5;4;1;5;4;4;2;1;5;3;4;1;5;4;4;4;2;4;5;3;1;5;1;5;5;1;5;4;5;4;1;5;4;5;1;3;4;5;6;3;4;3;6;6;5;3;5;3;3;3;2;2;1;2;1;1;1;1;3;2;1;2;1;1;2;2;1;1;2;1;2;1;2;2;1;1;1;1;2;18;5;1;27;26;17;28;30;20;18;38;4,33333333333333;3,11111111111111;4,25;4,75;3,9;53;44
1;1;4;5;3;4;5;5;5;2;5;5;5;5;2;1;NA;NA;NA;NA;NA;NA;NA;2;2;1;1;1;1;1;1;2;1;1;1;1;3;1;1;1;5;1;3;3;2;1;4;1;4;1;1;1;1;1;NA;0;NA;NA;NA;1;1;1;NA;4;50;50;2;1;2;3;3;3;3;4;3;3;3;3;4;1;3;5;1;4;1;4;3;3;3;4;2;4;2;4;3;3;3;5;5;4;3;3;4;2;3;4;4;2;4;4;2;4;2;3;3;4;2;4;4;3;3;3;3;4;4;2;5;1;3;3;3;4;3;3;5;1;3;3;3;1;4;1;1;4;4;4;4;4;4;4;4;3;5;5;2;5;4;0;4;5;5;2;2;3;1;2;2;2;2;2;1;2;1;2;2;1;2;1;2;2;2;2;1;24;11;1;19;46;20;14;21;4;10;14;2,77777777777778;3,33333333333333;2,875;2,75;2,8;48;12
1;1;4;5;3;4;5;4;4;4;4;4;4;4;2;1;NA;NA;NA;NA;NA;NA;NA;2;4;4;4;4;4;4;4;4;4;4;1;3;2;3;3;3;3;3;3;3;3;4;5;5;5;5;5;5;5;1;NA;0;NA;NA;NA;NA;NA;NA;NA;3;9;77;1;1;2;5;5;5;5;5;5;5;5;5;5;1;3;1;5;5;1;5;3;3;5;1;5;5;1;5;5;1;5;5;1;5;5;5;1;5;1;5;1;5;5;1;5;5;1;5;1;1;5;5;1;5;3;3;5;5;5;1;3;3;5;1;5;5;1;5;1;5;5;1;5;5;2;6;6;4;4;4;5;6;1;7;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;2;2;2;2;1;2;2;1;2;2;1;2;2;1;2;2;1;2;25;12;2;30;70;21;28;29;19;20;39;5;5;3,75;1;4,8;45;40
1;1;3;4;4;4;5;4;5;4;5;5;5;2;2;NA;NA;NA;1;NA;NA;NA;NA;2;5;4;4;5;5;4;4;4;4;5;1;1;3;3;3;3;3;2;1;1;1;4;4;4;5;4;4;4;4;1;1;1;1;1;1;1;1;1;NA;3;45;94;2;1;2;5;5;5;5;5;5;5;5;5;5;1;5;4;2;2;2;5;3;3;5;5;1;3;3;5;2;4;2;5;2;5;3;4;5;1;5;4;3;3;5;4;2;2;4;5;3;1;5;4;2;5;1;5;4;2;3;3;5;1;4;2;4;4;3;4;5;1;4;4;2;5;5;6;4;4;4;4;6;6;3;5;4;3;3;3;3;0;5;4;3;4;3;4;2;3;3;1;2;1;1;1;2;1;1;2;2;1;2;2;1;1;1;2;1;18;5;1;30;43;22;26;21;16;17;33;3,88888888888889;2,55555555555556;3,5;3;4;45;44
1;1;4;4;4;4;4;4;4;4;4;4;4;4;2;1;NA;NA;NA;NA;NA;NA;NA;2;3;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1;1;1;4;3;2;2;2;4;2;1;1;NA;0;NA;NA;1;NA;NA;1;NA;4;20;21;1;1;2;4;4;4;4;3;3;4;4;4;4;1;1;4;2;4;5;3;5;1;4;4;2;2;4;5;1;1;5;5;2;4;1;2;1;5;4;4;5;1;4;4;2;2;4;3;1;4;2;4;5;4;3;3;3;4;3;3;3;3;1;1;5;4;2;4;2;4;3;2;4;3;1;3;3;2;1;1;4;3;2;6;2;0;0;1;0;0;0;0;0;0;2;0;0;1;0;2;2;2;2;1;2;2;1;2;2;1;2;1;2;1;1;2;1;23;10;1;22;4;11;15;10;10;10;20;3,33333333333333;3,77777777777778;1,25;3,625;3,7;44;30
1;1;5;5;5;5;5;5;5;5;5;5;5;5;2;1;NA;NA;NA;NA;NA;NA;NA;2;5;5;5;5;5;5;5;5;5;5;1;1;2;3;4;4;3;3;4;3;3;5;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;1;NA;1;100;100;2;1;2;4;4;4;4;4;4;4;4;4;4;1;4;1;5;5;1;3;4;2;5;1;5;5;1;4;3;1;5;5;2;4;4;5;1;5;1;1;3;3;4;1;5;5;1;3;4;1;5;5;1;4;3;3;5;5;5;1;4;2;4;1;5;5;1;3;3;3;5;1;5;1;5;4;3;5;5;5;4;3;1;7;5;5;5;5;5;5;3;4;4;4;5;5;4;5;5;2;2;2;2;1;2;2;1;2;2;1;2;1;2;2;2;1;2;26;13;1;24;64;27;19;30;20;20;40;4,88888888888889;5;3,375;1,125;2,8;55;50
1;1;3;3;3;3;3;3;3;5;2;5;3;3;2;1;NA;NA;NA;NA;NA;NA;NA;2;3;3;3;3;3;3;3;3;3;3;1;2;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;1;6;1;1;1;1;1;NA;NA;NA;NA;NA;3;33;67;2;1;2;3;3;3;3;5;1;3;3;3;3;1;1;3;3;3;1;4;3;3;3;3;3;5;1;3;3;3;3;3;3;3;3;3;3;3;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1;3;3;3;3;4;3;3;3;3;3;3;1;3;3;3;3;4;4;3;1;7;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1;2;1;2;1;2;2;2;1;1;1;2;1;2;2;1;1;2;21;8;1;18;42;18;16;28;10;15;25;3;3;2,5;2,75;3,2;36;30
1;1;4;4;4;4;4;4;4;4;4;4;4;4;2;1;NA;NA;NA;NA;NA;NA;NA;2;4;4;4;4;4;4;4;4;4;4;1;3;1;4;4;3;4;4;3;3;1;4;4;4;4;4;4;4;4;NA;NA;1;1;NA;NA;NA;NA;NA;NA;3;28;81;1;1;2;5;5;5;5;5;5;5;5;5;5;1;4;3;3;4;5;5;2;4;5;4;2;5;1;5;3;2;4;4;4;4;4;4;4;2;4;4;2;4;4;1;5;1;5;4;3;4;2;4;4;4;2;4;4;4;4;2;4;2;4;3;3;4;2;4;4;2;4;4;2;4;3;6;6;2;2;2;2;6;6;2;5;3;3;3;3;1;1;3;3;3;1;2;3;3;1;1;1;1;1;1;2;2;1;2;2;1;2;2;1;1;1;2;1;18;5;1;30;33;11;25;30;16;16;32;3,66666666666667;3,44444444444444;3,75;3,375;3,8;44;40
1;1;4;5;5;5;5;4;3;5;5;5;5;5;2;1;NA;NA;NA;NA;NA;NA;NA;2;5;4;4;5;4;4;4;5;4;5;1;1;2;4;4;5;3;2;2;2;1;4;5;4;5;5;4;4;5;1;1;1;1;NA;NA;NA;NA;1;NA;1;74;73;2;1;2;3;3;3;4;5;3;4;5;5;5;1;5;5;1;5;4;5;3;3;4;4;2;2;4;4;3;4;2;5;4;5;3;2;4;2;5;5;3;3;3;4;2;2;4;4;2;3;3;4;4;3;3;3;4;5;4;2;2;4;2;3;3;3;4;4;4;2;4;2;4;4;5;6;4;3;4;2;6;6;5;3;5;3;3;3;1;0;0;0;0;1;3;0;3;3;3;1;1;2;2;1;2;1;2;1;1;2;1;2;1;1;1;2;1;16;3;1;21;23;17;27;26;17;19;36;2,88888888888889;3,55555555555556;3;3,875;4;51;44
1;1;5;5;5;5;5;5;5;5;5;5;4;4;2;1;NA;NA;NA;NA;NA;NA;NA;2;5;5;5;5;5;5;5;5;5;5;1;4;5;5;5;5;4;5;4;5;5;6;6;6;6;6;5;5;5;1;1;1;1;NA;1;1;NA;1;NA;1;91;91;2;1;2;5;5;5;5;5;5;5;5;5;5;1;4;1;5;5;1;5;2;4;5;1;5;5;1;5;4;1;5;5;1;5;4;5;1;5;1;5;2;4;5;1;5;5;1;5;4;1;5;5;1;5;2;4;5;5;5;1;1;5;4;1;5;5;1;5;1;5;5;1;5;4;6;6;6;7;7;7;7;6;1;7;6;4;5;4;4;4;4;4;3;4;5;5;4;5;4;1;2;2;2;1;2;2;1;2;2;1;2;1;2;2;2;2;1;24;11;1;30;59;34;31;47;23;22;45;5;5;4;1;4,9;54;50
1;1;4;3;5;4;2;3;3;4;4;4;5;4;2;1;NA;NA;1;NA;NA;NA;NA;2;5;4;4;5;2;4;4;2;4;4;1;2;1;4;3;4;2;1;1;2;1;5;5;4;5;5;4;1;3;1;1;1;1;1;1;NA;NA;1;NA;1;72;79;2;1;2;4;4;4;4;4;4;4;4;4;4;1;4;4;2;4;3;1;3;3;4;4;2;1;5;4;1;2;4;3;4;1;1;4;5;1;5;3;2;4;3;5;1;2;4;2;4;3;3;4;4;4;5;1;4;4;3;3;4;2;1;4;2;4;4;3;2;4;3;4;2;3;4;3;2;5;6;6;3;2;1;7;1;3;3;3;0;0;1;2;0;0;3;3;3;1;3;1;1;1;2;1;2;1;2;1;1;2;1;2;1;1;1;2;1;15;2;1;24;25;28;11;21;15;17;32;3,22222222222222;2,77777777777778;2,375;4;2,7;40;38
1;1;5;5;5;5;5;5;5;5;5;5;5;5;2;1;NA;NA;NA;NA;NA;NA;NA;2;5;5;4;4;3;3;3;4;3;4;1;2;1;2;2;2;2;1;2;1;1;4;6;6;5;6;6;6;5;1;1;1;1;NA;NA;1;NA;1;NA;1;50;50;1;1;2;5;5;5;5;5;5;5;5;5;5;1;4;4;2;5;1;4;4;2;5;1;5;4;2;5;4;1;5;5;3;4;5;5;3;3;4;5;5;1;5;3;3;4;2;4;3;1;5;4;4;5;5;1;5;4;4;2;5;1;4;1;5;4;4;4;5;1;5;4;2;5;5;7;7;7;5;4;7;7;4;4;7;5;5;5;4;5;4;4;4;4;4;5;5;5;4;1;2;1;2;1;2;2;1;2;2;1;2;1;2;1;2;2;1;22;9;1;30;63;25;35;16;22;22;44;4,66666666666667;3,88888888888889;3;2,75;3,8;55;38
1;1;3;5;4;4;4;5;5;5;5;5;5;5;2;1;NA;NA;NA;NA;NA;NA;NA;2;5;4;5;5;4;3;3;3;3;5;1;1;3;2;2;2;2;1;1;1;1;4;5;5;5;5;5;5;5;1;NA;1;1;NA;1;NA;NA;1;NA;1;78;21;1;1;2;5;5;5;5;5;5;5;5;5;5;1;4;2;4;4;1;4;3;3;5;2;4;5;1;5;5;2;4;5;2;3;4;5;4;2;1;4;3;3;5;2;4;5;1;4;4;2;4;4;1;4;2;4;5;5;5;1;5;1;4;1;5;5;2;4;4;2;4;4;2;2;5;4;4;5;5;5;3;3;3;5;2;4;4;5;3;3;3;2;3;4;4;5;4;4;5;2;2;2;2;1;2;2;1;2;2;1;2;1;2;2;2;1;2;26;13;1;30;53;25;16;16;19;20;39;4,55555555555556;3,88888888888889;3,875;1,25;3,3;50;40
1;1;4;5;4;4;4;4;5;5;5;5;5;5;2;1;NA;NA;NA;NA;NA;NA;NA;2;5;5;5;5;4;5;5;5;5;5;1;2;1;2;2;3;3;4;2;2;1;4;4;2;5;4;4;2;4;1;NA;1;1;NA;NA;1;1;1;NA;1;59;30;2;1;2;4;4;4;5;4;4;4;5;5;5;1;5;3;3;4;4;2;4;2;4;4;2;2;4;4;4;2;4;5;5;4;4;5;2;4;5;4;2;4;4;1;5;4;2;2;4;4;2;5;5;5;4;2;5;4;2;4;4;2;4;2;4;3;5;4;2;4;5;4;2;4;2;7;7;2;3;3;5;6;5;3;7;5;4;3;3;1;0;3;3;4;3;3;3;4;2;1;1;1;1;1;2;1;1;2;2;1;2;2;1;1;1;2;1;17;4;1;25;41;13;32;22;12;17;29;4;3,77777777777778;3,625;4,25;3,5;50;49
