"HonestPre";"ActuallyAre";"HACCT_9";"HACCT_14";"HACCT_22";"HACCT_30";"HACCT_10";"HACCT_1";"HACCT_43";"HACCT_26";"HACCT_2";"HACCT_6";"HACCT_25";"HACCT_49";"HACCT_AttentionHA";"Guide_1";"Guide_2";"Guide_3";"Guide_4";"Guide_5";"Guide_6";"Guide_7";"Guide_8";"GuideNY";"TACCT_10";"TACCT_13";"TACCT_19";"TACCT_23";"TACCT_26";"TACCT_31";"TACCT_35";"TACCT_38";"TACCT_41";"TACCT_49";"TACCT_AttentionTA";"RCI_1";"RCI_2";"RCI_3";"RCI_4";"RCI_5";"RCI_6";"RCI_7";"RCI_8";"RCI_9";"RCI_10";"STI_1";"STI_2";"STI_3";"STI_4";"STI_5";"STI_6";"STI_7";"STI_8";"AcctTo_1";"AcctTo_2";"AcctGod0no1yes";"AcctTo_3";"AcctTo_4";"AcctTo_5";"AcctTo_6";"AcctTo_7";"AcctTo_8";"AcctTo_9";"R_S_2x2";"R_S_Slider_4";"R_S_Slider_5";"Member";"Repair_AttentionRepair";"bNeutral";"RepX2_2new";"RepX2_3new";"RepX2_4new";"RepX2_12new";"RepX2_20new";"RepX2_17new";"RepX2_16new";"RepX2_5new";"RepX2_6new";"RepX2_9new";"RepX2_AttentionRepX2";"bfi1";"bfi2";"bfi2r";"bfi3";"bfi4";"bfi5";"bfi6";"bfi6r";"bfi7";"bfi8";"bfi8r";"bfi9";"bfi9r";"bfi10";"bfi11";"bfi12";"bfi12r";"bfi13";"bfi14";"bfi15";"bfi16";"bfi17";"bfi18";"bfi18r";"bfi19";"bfi20";"bfi21";"bfi21r";"bfi22";"bfi23";"bfi23r";"bfi24";"bfi24r";"bfi25";"bfi26";"bfi27";"bfi27r";"bfi28";"bfi29";"bfi30";"bfi31";"bfi31r";"bfi32";"bfi33";"bfi34";"bfi34r";"bfi35";"bfi35r";"bfi36";"bfi37";"bfi37r";"bfi38";"bfi39";"bfi40";"bfi41";"bfi41r";"bfi42";"bfi43";"bfi43r";"bfi44";"MLQ_MLQp1";"MLQ_MLQs2";"MLQ_MLQs3";"MLQ_MLQp4";"MLQ_MLQp5";"MLQ_MLQp6";"MLQ_MLQs7";"MLQ_MLQs8";"MLQ_MLQp9doR";"MLQ9rev";"MLQ_MLQs10";"FLmo_1";"FLmo_2";"FLmo_3";"FLmo_4";"FLmo_5";"FLmo_6";"FLmo_7";"FLmo_8";"FLmo_9";"FLmo_10";"FLmo_11";"FLmo_12";"FLmo_13";"FLmo_14";"SD_3";"SD_6";"SD_10";"SD_12";"SD_13";"SD13rev";"SD_15";"SD_16";"SD16rev";"SD_19";"SD_21";"SD21rev";"SD_26";"SD26rev";"SD_28";"SD_30";"SD_33";"SD33rev";"SDsumraw";"SDTotalUse";"Predict";"RepX2Tot6";"FLmoTot";"MLQPresence";"MLQSearch";"RCI10Tot";"STISpiritual";"STIGod";"STItot";"bfia";"bfic";"bfie";"bfin";"bfio";"HAcct11Tot";"TAcct10Tot"
1;1;5;5;5;5;5;5;5;5;5;5;5;5;2;1;NA;NA;NA;NA;NA;NA;NA;2;5;5;5;5;5;5;5;5;5;5;1;2;2;4;5;4;4;4;5;5;4;6;6;6;6;6;6;6;6;1;1;1;1;1;1;1;1;1;NA;1;100;99;1;1;2;5;5;5;5;5;5;5;5;5;5;1;2;3;3;5;3;5;5;1;5;3;3;4;2;5;5;1;5;5;4;4;3;4;1;5;4;5;5;1;5;1;5;5;1;5;4;5;1;4;4;4;5;1;5;5;5;1;1;5;2;1;5;4;4;4;4;2;4;3;3;4;5;7;7;6;5;5;5;5;4;4;7;4;3;3;2;1;3;3;3;3;3;3;4;4;4;2;2;1;2;1;2;2;1;2;2;1;2;2;1;2;2;2;1;23;10;1;30;43;25;31;39;24;24;48;4,11111111111111;4,33333333333333;2,375;2,875;4,3;55;50
1;1;5;4;5;4;4;5;5;5;5;5;5;5;2;1;1;NA;1;NA;NA;NA;NA;2;5;5;5;5;5;5;5;5;5;5;1;4;4;5;5;5;5;5;5;5;5;6;6;6;6;6;6;6;6;NA;NA;1;1;NA;NA;NA;NA;NA;NA;1;96;92;2;1;2;4;4;4;4;4;4;4;4;4;4;1;2;2;4;4;5;4;4;2;4;3;3;2;4;4;4;2;4;4;4;5;4;4;4;2;5;4;4;2;4;1;5;2;4;4;4;2;4;4;4;4;4;2;4;3;2;4;4;2;2;2;4;4;4;4;2;4;4;4;2;4;5;5;5;5;5;6;5;6;1;7;5;1;3;3;3;3;3;3;3;3;3;3;3;3;3;1;2;1;1;1;2;2;1;2;2;1;2;2;1;1;2;2;1;20;7;1;24;40;28;26;48;24;24;48;4;3,44444444444444;2,75;4,25;3,9;52;50
1;1;4;3;5;5;4;3;5;5;4;5;5;5;2;1;NA;NA;NA;NA;NA;NA;NA;2;5;4;5;5;4;5;4;5;5;4;1;1;1;2;3;3;3;3;3;3;3;5;5;4;5;5;6;5;5;1;NA;0;NA;NA;NA;NA;1;1;NA;4;9;12;1;1;2;3;4;4;4;5;5;5;4;4;4;1;3;2;4;3;1;4;4;2;4;3;3;2;4;4;3;1;5;5;4;4;4;3;1;5;3;3;4;2;5;3;3;3;3;3;4;3;3;3;5;3;4;2;4;4;1;5;3;3;2;4;2;3;4;3;3;3;4;3;3;3;6;7;7;6;6;5;6;7;1;7;4;4;4;5;3;4;4;3;4;5;5;4;5;4;5;2;1;2;2;1;2;2;1;2;1;2;1;2;1;1;1;2;1;19;6;1;25;59;30;31;25;19;21;40;3,77777777777778;3,55555555555556;2,75;3,625;3,3;48;46
1;1;4;5;4;5;5;4;5;5;5;5;5;5;2;1;NA;NA;NA;NA;NA;NA;NA;2;3;3;3;4;2;3;3;3;4;3;1;1;1;1;2;1;1;1;1;2;1;4;6;2;4;4;4;3;2;1;NA;1;1;NA;1;1;NA;1;NA;3;5;63;2;1;2;5;5;5;5;5;5;5;5;4;5;1;1;3;3;4;4;4;5;1;5;2;4;2;4;4;2;1;5;5;5;4;2;3;3;3;5;5;5;1;2;3;3;2;4;4;1;3;3;5;5;3;5;1;4;5;3;3;3;3;1;4;2;1;5;4;2;4;5;4;2;2;4;7;4;2;7;4;7;6;5;3;4;1;1;3;3;0;0;0;0;3;5;0;5;1;1;2;1;2;1;1;2;1;1;2;2;1;2;2;1;1;1;2;1;19;6;1;30;23;20;28;12;13;16;29;3,55555555555556;3,55555555555556;1,25;4,375;3,7;52;31
1;1;5;4;3;2;5;5;5;5;5;5;5;5;2;NA;1;NA;NA;NA;NA;NA;NA;2;3;2;3;1;3;3;4;2;3;5;1;3;2;1;4;4;3;4;3;5;5;6;4;3;5;3;6;6;5;NA;NA;1;1;NA;NA;NA;NA;NA;NA;2;17;22;1;1;2;5;5;4;3;5;5;5;4;5;5;1;2;4;2;4;2;1;2;4;4;3;3;3;3;4;4;4;2;4;4;4;3;3;3;3;4;4;4;2;3;3;3;4;2;3;2;2;4;1;2;1;5;1;5;2;5;1;5;1;5;5;1;3;4;5;3;3;4;4;2;3;3;5;5;3;2;1;5;5;4;4;3;3;2;3;3;3;4;5;3;3;4;4;3;4;5;2;1;1;1;1;2;1;1;2;1;1;2;1;2;1;1;1;2;19;6;1;27;49;13;23;34;18;20;38;3,11111111111111;2,77777777777778;2,875;2,75;2,9;49;29
1;1;4;5;5;4;4;4;4;5;5;5;5;4;2;1;NA;NA;NA;NA;NA;NA;NA;2;5;5;5;4;4;5;5;5;5;5;1;4;3;4;4;4;5;4;4;5;2;6;5;6;6;6;6;5;5;1;NA;1;1;1;NA;NA;1;NA;NA;1;82;83;2;1;2;4;4;4;4;3;4;5;5;5;5;1;5;3;3;5;1;3;3;3;4;2;4;2;4;4;4;1;5;5;4;2;3;4;4;2;3;3;2;4;4;2;4;4;2;1;4;1;5;4;3;3;1;5;4;4;3;3;3;3;5;2;4;4;2;3;4;2;5;2;4;1;5;5;5;5;5;6;4;4;1;7;1;5;5;4;4;4;3;3;2;4;4;4;4;4;4;2;2;2;2;1;2;2;2;1;2;1;2;2;1;1;2;2;1;22;9;1;23;54;28;19;39;23;22;45;4,22222222222222;4;4,125;2,75;2,5;49;48
1;1;4;4;4;4;4;4;4;4;4;4;4;4;2;NA;NA;NA;NA;NA;1;NA;NA;2;2;2;2;3;3;3;3;3;3;2;1;1;1;1;1;1;1;1;1;1;NA;3;1;2;3;3;3;3;2;1;NA;0;NA;NA;NA;1;1;1;NA;3;2;40;1;1;2;4;4;4;4;4;4;4;4;4;4;1;3;3;3;4;5;3;3;3;3;4;2;3;3;4;3;3;3;4;4;4;3;4;3;3;4;4;4;2;2;3;3;2;4;3;3;3;3;4;5;4;4;2;4;4;3;3;3;3;3;3;3;3;4;4;3;3;4;3;3;4;4;4;3;4;4;3;3;4;6;2;4;1;1;0;1;0;0;0;0;2;1;2;2;1;0;1;1;1;1;1;2;1;2;1;2;1;2;2;1;1;1;1;2;17;4;1;24;11;17;18;NA;11;9;20;3,22222222222222;3,33333333333333;2,75;4;3,6;44;26
1;1;4;5;5;5;5;5;5;5;5;5;5;5;2;NA;NA;NA;1;NA;NA;NA;NA;2;4;4;4;4;4;4;4;4;4;4;1;2;1;2;2;1;1;1;2;2;1;5;5;5;4;3;4;4;3;1;NA;0;NA;NA;NA;NA;NA;1;NA;1;50;76;1;1;2;5;5;5;5;5;5;5;5;5;5;1;4;3;3;4;4;4;4;2;4;4;2;3;3;4;3;2;4;4;5;5;4;5;5;1;5;4;3;3;5;4;2;2;4;4;4;4;2;4;5;5;4;2;4;4;3;3;4;2;2;4;2;4;4;4;4;2;4;4;2;4;5;6;6;2;3;3;6;6;3;5;6;3;3;3;1;1;0;0;0;2;2;2;1;3;1;2;1;1;1;1;2;2;1;2;2;1;2;2;1;1;1;2;1;19;6;1;30;22;18;30;15;17;16;33;3,66666666666667;3;3;4,125;3,8;54;40
1;1;4;5;5;5;5;4;5;5;5;5;5;5;2;1;NA;NA;NA;NA;NA;NA;NA;2;5;5;5;5;5;5;5;5;5;5;1;5;5;5;5;5;5;5;5;4;3;6;6;6;6;6;6;6;6;1;1;1;1;1;1;NA;NA;NA;NA;1;60;100;2;1;2;5;5;5;5;4;4;5;5;5;5;1;4;4;2;5;4;4;4;2;5;3;3;2;4;4;5;1;5;5;4;4;4;5;2;4;4;4;4;2;5;1;5;4;2;4;2;2;4;5;4;4;4;2;5;5;4;2;3;3;2;1;5;5;4;4;4;2;5;2;4;1;5;3;3;5;6;5;3;3;3;5;3;4;4;3;4;3;3;4;3;3;4;4;3;3;3;2;2;2;2;2;1;2;1;2;2;1;2;2;1;2;1;1;2;23;10;1;28;48;26;15;47;24;24;48;4,55555555555556;4,55555555555556;2,875;3,5;3,4;53;50
1;1;4;5;5;4;4;3;4;3;4;4;3;2;2;1;NA;NA;NA;NA;NA;NA;NA;2;3;4;3;4;2;3;2;2;3;2;1;2;1;2;1;1;1;2;2;1;1;5;5;5;4;3;4;4;4;1;1;0;NA;NA;1;NA;NA;1;NA;3;1;100;1;1;2;4;4;4;4;4;3;4;4;4;4;1;1;4;2;5;4;3;5;1;4;3;3;1;5;5;2;1;5;5;4;4;1;4;3;3;4;4;5;1;2;4;2;3;3;4;1;5;1;3;4;5;4;2;4;4;2;4;2;4;1;3;3;3;4;4;2;4;4;4;2;5;2;6;6;2;4;2;5;6;6;2;6;2;1;1;0;0;0;1;1;1;4;1;1;0;0;1;1;1;1;1;2;1;1;2;1;2;1;2;1;1;2;2;1;16;3;1;23;13;12;29;14;17;17;34;3,22222222222222;3,33333333333333;1,25;4;4,2;42;28
1;1;4;4;4;4;4;2;3;4;4;4;4;4;2;1;NA;NA;NA;NA;NA;NA;NA;2;4;4;4;4;4;4;4;4;4;4;1;2;2;1;2;3;2;3;2;2;2;4;4;4;5;5;5;5;5;NA;NA;0;NA;NA;NA;NA;NA;1;NA;1;59;48;1;1;2;4;5;5;5;5;3;3;4;4;3;1;2;2;4;3;3;4;4;2;3;3;3;3;3;4;4;2;4;4;5;4;4;4;3;3;4;4;4;2;4;4;2;4;2;4;4;4;2;5;5;4;4;2;4;4;4;2;3;3;3;4;2;4;4;4;5;1;4;4;2;4;4;4;4;4;5;5;5;5;4;4;4;5;4;5;5;0;3;3;4;4;4;5;5;3;3;1;1;1;2;1;2;1;1;2;1;1;2;1;2;1;1;2;1;18;5;1;27;53;22;22;21;18;19;37;3,44444444444444;3,33333333333333;2,875;3,5;3,6;41;40
1;1;4;5;5;5;5;5;5;5;5;5;5;5;2;1;NA;NA;NA;NA;NA;NA;NA;2;5;5;5;5;5;5;5;5;5;5;1;4;2;4;4;4;4;4;4;4;4;6;6;6;6;6;6;6;6;1;1;1;1;1;1;NA;1;1;NA;1;86;100;2;1;2;5;5;5;5;5;5;5;5;5;5;1;5;5;1;5;5;5;2;4;5;5;1;5;1;5;5;5;1;5;5;5;5;5;5;1;5;5;5;1;5;5;1;5;1;5;5;3;3;5;3;5;5;1;5;5;5;1;5;1;5;5;1;5;5;5;5;1;5;5;1;5;6;7;7;4;6;7;7;7;7;1;7;4;5;3;5;5;4;4;4;4;4;4;4;4;4;1;1;2;1;1;2;1;1;2;1;1;2;2;1;2;1;1;2;19;6;1;30;58;24;35;38;24;24;48;3,44444444444444;3,22222222222222;3,875;3,25;4,2;54;50
1;1;4;5;4;5;5;5;4;5;5;5;5;5;2;1;NA;NA;NA;NA;NA;NA;NA;2;4;5;5;5;4;5;4;5;5;4;1;1;2;3;2;2;2;2;2;2;1;5;5;4;4;4;6;5;4;NA;NA;0;NA;NA;NA;NA;1;NA;NA;1;33;84;1;1;2;5;5;5;5;4;5;5;5;5;5;1;1;1;5;5;3;3;4;2;5;1;5;4;2;4;3;1;5;5;1;4;3;5;1;5;5;4;4;2;5;1;5;4;2;2;3;1;5;5;4;4;4;2;5;5;4;2;4;2;1;1;5;4;4;2;2;4;5;1;5;3;3;7;7;3;3;1;5;6;4;4;5;3;3;3;0;0;0;1;0;4;4;4;3;4;1;2;2;2;2;1;2;1;1;2;2;1;2;1;2;1;2;2;1;23;10;1;29;30;14;30;19;18;19;37;5;4,88888888888889;2,125;2,875;3,2;52;46
1;1;5;5;5;5;5;5;5;5;5;5;5;5;2;1;NA;NA;NA;NA;NA;NA;NA;2;5;5;4;5;5;5;5;5;5;5;1;4;3;3;5;5;5;5;5;4;5;6;6;6;6;6;6;6;5;1;1;1;1;1;1;1;1;1;NA;1;95;98;2;1;2;5;5;5;5;4;3;5;5;5;5;1;4;4;2;5;4;2;3;3;5;5;1;5;1;5;4;4;2;5;4;4;4;5;1;5;5;5;5;1;5;3;3;4;2;3;4;1;5;5;5;4;5;1;5;5;5;1;5;1;5;1;5;5;3;4;1;5;5;3;3;1;3;4;4;5;5;5;5;5;4;4;5;3;3;3;3;3;0;3;3;4;5;5;5;5;5;2;1;1;1;1;2;1;1;2;2;1;2;2;1;1;1;2;1;18;5;1;27;50;22;23;44;24;23;47;4,33333333333333;4,11111111111111;3,25;3,125;3,4;55;49
1;1;4;5;4;4;4;5;4;5;5;4;4;5;2;NA;NA;NA;1;NA;NA;NA;NA;2;4;3;4;5;4;5;4;4;4;5;1;3;3;4;2;2;4;2;2;2;3;4;4;4;5;5;4;4;4;1;1;1;1;1;1;1;1;1;NA;3;40;76;2;1;2;4;2;4;4;5;4;4;4;4;4;1;3;4;2;5;2;4;4;2;4;3;3;3;3;5;4;3;3;4;4;5;4;5;2;4;2;5;4;2;4;2;4;4;2;4;4;2;4;2;3;5;4;2;5;4;4;2;4;2;4;2;4;4;2;4;1;5;4;2;4;5;6;5;5;6;5;5;7;6;1;7;5;4;4;4;3;3;3;3;3;4;3;2;3;5;3;2;2;2;2;1;2;2;1;2;2;1;2;1;2;2;2;2;1;25;12;1;23;47;29;28;27;17;17;34;3,88888888888889;3,77777777777778;3,125;2,5;4,4;49;42
1;1;5;5;5;5;5;5;5;5;5;5;5;5;2;1;NA;NA;1;NA;1;NA;NA;2;5;5;5;5;5;5;5;5;5;5;1;3;5;5;3;3;5;3;3;3;3;6;6;6;6;6;6;6;6;1;NA;0;NA;NA;1;NA;1;1;NA;3;0;100;2;1;2;5;5;5;5;5;5;5;5;5;5;1;4;3;3;5;3;4;5;1;5;1;5;4;2;4;1;1;5;5;3;4;4;5;1;5;4;4;4;2;5;4;2;3;3;4;5;1;5;5;5;5;5;1;5;5;5;1;5;1;5;1;5;5;4;4;3;3;5;5;1;3;7;7;7;4;5;5;7;7;4;4;7;3;3;5;3;5;5;3;5;5;5;5;5;5;5;2;2;2;2;1;2;2;1;2;2;1;2;1;2;1;2;1;2;25;12;1;30;62;25;35;36;24;24;48;4,77777777777778;4,22222222222222;2,875;3,125;3,6;55;50
1;1;5;2;4;3;2;2;4;4;3;3;4;4;2;1;NA;NA;NA;NA;NA;NA;NA;2;5;3;3;4;4;3;2;4;4;4;1;1;4;3;2;2;2;3;3;1;3;5;4;5;5;5;3;4;6;1;1;0;NA;NA;NA;NA;NA;NA;NA;1;83;54;2;1;2;5;4;4;3;4;3;4;5;4;4;1;1;1;5;5;1;5;5;1;5;1;5;5;1;3;3;3;3;2;2;4;1;5;5;1;5;3;4;2;3;4;2;4;2;1;4;4;2;4;2;3;4;2;3;4;2;4;2;4;2;1;5;2;3;2;3;3;3;1;5;3;7;5;6;3;4;5;3;4;5;3;5;4;4;4;3;4;4;3;3;3;3;4;3;3;3;2;1;1;2;2;1;1;2;1;1;1;2;2;1;1;1;2;1;16;3;1;23;48;22;23;24;19;18;37;3,77777777777778;3,33333333333333;2;2,5;3,1;36;36
1;1;4;4;5;5;5;5;5;5;5;5;5;4;2;NA;NA;NA;1;NA;NA;NA;NA;2;5;5;5;5;4;5;5;3;5;5;1;3;5;4;4;4;3;4;4;3;3;5;5;6;6;5;5;5;6;1;NA;1;1;1;1;NA;NA;NA;NA;3;12;83;2;1;2;4;4;4;4;4;4;4;4;4;4;1;4;2;4;4;2;4;4;2;4;4;2;4;2;4;2;2;4;5;3;5;5;4;4;2;2;4;3;3;2;1;5;3;3;5;4;4;2;4;3;4;3;3;3;4;4;2;2;4;3;4;2;4;2;4;2;4;3;2;4;3;5;5;6;6;6;5;6;4;2;6;2;4;3;3;3;1;3;1;2;3;3;2;3;3;3;2;1;1;2;1;2;2;1;2;1;2;1;2;1;1;1;2;1;18;5;1;24;37;28;23;37;21;22;43;3,11111111111111;3,77777777777778;3,25;2,375;4,1;52;47
1;1;4;4;4;4;4;4;4;4;3;4;4;3;2;1;NA;NA;1;NA;1;NA;NA;2;5;5;5;5;4;5;4;4;5;4;1;2;2;4;4;4;5;5;4;4;3;6;6;5;6;6;6;4;5;1;1;1;1;NA;1;NA;NA;1;NA;1;95;94;1;1;2;4;4;4;4;4;4;4;4;4;4;1;2;1;5;3;3;4;3;3;4;2;4;3;3;4;3;2;4;4;3;3;3;4;2;4;3;4;3;3;5;1;5;3;3;3;3;1;5;4;2;3;3;3;4;4;4;2;3;3;3;2;4;4;2;3;3;3;4;2;4;2;3;5;5;3;4;4;5;5;4;4;6;4;4;4;3;1;1;3;2;3;4;4;4;3;3;2;2;2;2;1;2;2;1;2;2;1;2;1;2;2;2;1;2;26;13;1;24;43;18;26;37;21;23;44;4,33333333333333;4;2,875;2,625;3,2;42;46
1;1;4;5;4;2;4;2;2;4;4;5;4;4;2;1;NA;NA;NA;NA;NA;NA;NA;2;5;5;5;5;4;4;5;4;4;4;1;3;2;4;4;4;2;3;4;4;2;6;5;6;6;6;5;5;5;1;NA;0;NA;1;1;1;1;1;NA;1;15;98;1;1;2;3;4;3;4;4;4;2;3;3;4;1;1;4;2;4;3;2;5;1;4;2;4;2;4;4;4;3;3;4;5;4;4;2;1;5;5;5;5;1;5;1;5;2;4;4;1;3;3;4;5;5;5;1;4;5;5;1;5;1;2;1;5;4;2;4;1;5;5;2;4;4;2;5;7;1;3;3;5;6;7;1;7;3;3;2;0;0;3;3;3;5;5;1;3;1;1;2;1;1;1;1;2;2;2;1;1;2;1;2;1;1;1;2;1;16;3;1;22;33;10;30;32;23;21;44;3,66666666666667;4,33333333333333;1,875;3,625;3,8;40;45
1;1;4;3;4;4;3;4;4;4;4;4;4;4;2;1;NA;NA;NA;NA;NA;NA;NA;2;4;4;4;5;4;4;5;5;4;4;1;1;1;2;2;2;3;2;2;2;1;4;4;4;4;4;4;4;4;1;NA;1;1;NA;1;NA;1;1;NA;3;19;82;1;1;2;5;5;5;5;5;4;5;5;5;4;1;2;1;5;4;2;4;5;1;4;1;5;4;2;4;3;1;5;4;2;4;3;5;1;5;3;4;4;2;5;3;3;2;4;3;3;2;4;4;3;3;3;3;4;4;3;3;4;2;3;1;5;3;3;3;4;2;4;2;4;2;5;5;5;5;5;5;5;5;2;6;4;3;3;3;2;1;3;4;4;4;4;3;3;3;3;2;2;2;2;1;2;1;1;2;2;1;2;2;1;2;2;1;2;24;11;1;29;43;26;24;18;16;16;32;4,55555555555556;4;2,5;2,75;3,1;42;43
1;1;4;4;4;4;4;4;4;5;4;4;5;5;2;NA;1;NA;NA;NA;NA;NA;NA;2;4;5;4;4;4;4;4;4;3;4;1;2;2;3;2;1;2;1;3;2;2;5;4;5;5;4;5;5;3;1;NA;0;NA;NA;NA;NA;NA;1;NA;3;3;93;1;1;2;4;4;4;4;4;4;4;4;4;4;1;4;2;4;5;1;5;4;2;4;2;4;4;2;4;3;1;5;5;3;4;4;3;1;5;3;4;4;2;4;2;4;3;3;5;3;2;4;4;3;4;3;3;4;4;4;2;3;3;3;1;5;4;3;5;1;5;4;2;4;4;6;2;6;7;6;6;4;6;1;7;5;4;4;4;3;2;3;3;3;4;4;4;5;4;4;1;2;1;2;1;2;2;1;2;2;1;2;1;2;2;2;1;2;24;11;1;24;51;32;23;20;19;17;36;4,11111111111111;4,33333333333333;3;2,5;4,3;46;40
1;1;4;5;4;4;3;5;5;3;5;4;5;4;2;1;1;NA;1;NA;NA;NA;NA;2;5;5;5;5;4;4;5;4;4;5;1;4;3;4;5;5;4;4;4;3;4;5;4;5;6;5;3;4;5;1;NA;0;NA;NA;NA;NA;NA;NA;NA;1;68;78;2;1;2;5;4;5;4;3;4;4;5;3;5;1;4;3;3;4;4;3;3;3;4;2;4;4;2;4;3;4;2;5;3;3;3;4;4;2;3;3;4;2;5;3;3;2;4;3;3;3;3;3;4;3;4;2;4;3;3;3;3;3;3;2;4;4;3;3;3;3;4;3;3;3;5;6;6;6;4;4;5;4;5;3;6;3;2;1;2;0;2;2;2;2;3;3;3;2;2;1;2;1;1;2;1;2;1;2;1;1;2;1;2;1;2;1;2;20;7;1;25;29;22;27;40;19;18;37;3,66666666666667;3,44444444444444;2,875;3,25;3,1;46;46
1;1;4;5;5;5;5;5;5;5;5;5;5;5;2;1;NA;NA;NA;NA;NA;NA;NA;2;5;5;5;5;5;5;5;5;5;5;1;5;3;5;5;5;5;5;5;5;5;6;6;6;6;6;6;6;6;1;1;1;1;NA;NA;1;1;1;NA;1;100;88;2;1;2;5;5;5;5;5;5;5;5;5;5;1;2;2;4;5;4;5;5;1;5;1;5;5;1;5;5;1;5;5;4;5;5;5;1;5;4;5;5;1;5;4;2;4;2;4;5;4;2;5;4;5;4;2;5;5;5;1;2;4;5;2;4;4;2;5;4;2;5;5;1;5;5;5;7;4;5;5;7;6;1;7;5;4;4;4;3;0;0;3;4;4;5;3;5;5;3;1;2;2;2;1;2;2;1;2;2;1;2;1;2;2;2;1;2;25;12;1;30;47;26;30;48;24;24;48;4,44444444444444;4,11111111111111;3,25;2,75;4,5;54;50
1;1;5;4;3;4;4;5;4;4;4;4;4;5;2;NA;1;NA;NA;NA;NA;NA;NA;2;4;2;4;4;2;4;4;3;4;4;1;4;4;4;3;4;3;4;3;4;3;5;5;5;4;5;6;5;4;1;NA;0;NA;NA;NA;NA;NA;NA;NA;1;17;21;1;1;2;4;4;4;4;4;4;4;5;4;4;1;4;4;2;4;3;3;4;2;4;4;2;5;1;5;4;4;2;4;4;4;4;4;3;3;5;5;4;2;4;3;3;3;3;3;4;3;3;2;3;3;4;2;2;3;4;2;4;2;4;3;3;3;3;4;4;2;4;3;3;3;6;6;6;6;5;6;6;6;5;3;5;3;4;4;3;4;3;4;4;4;4;3;3;4;4;2;1;1;1;1;2;1;1;2;1;1;2;2;1;1;1;1;2;18;5;1;24;51;26;29;36;20;19;39;3,11111111111111;3;3,25;3;3,4;46;35
1;1;4;4;4;3;4;4;3;4;4;5;4;4;2;NA;NA;NA;1;NA;NA;NA;NA;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;0;NA;NA;NA;NA;NA;1;NA;4;3;14;1;1;2;3;4;3;4;3;3;4;4;3;4;1;4;4;2;4;3;4;4;2;4;4;2;4;2;4;4;5;1;5;5;5;4;4;4;2;4;5;2;4;5;2;4;4;2;4;4;5;1;5;5;5;4;2;4;4;4;2;4;2;5;4;2;4;4;4;3;3;5;4;2;4;4;6;5;5;5;5;5;4;2;6;4;3;4;3;4;3;4;3;4;4;4;4;3;3;4;1;2;1;1;1;2;1;2;1;1;2;1;1;2;1;2;1;2;18;5;1;20;50;25;24;10;4;4;8;3,11111111111111;3,55555555555556;3,625;3,375;4;43;20
1;1;4;3;4;4;4;3;4;4;4;4;4;3;2;1;NA;NA;NA;NA;NA;NA;NA;2;5;4;4;5;4;4;4;4;5;5;1;4;1;4;3;4;3;4;4;4;3;5;5;5;5;5;5;5;4;NA;NA;0;NA;NA;1;NA;NA;NA;NA;1;90;78;1;1;2;3;4;2;4;4;4;4;4;4;4;1;4;4;2;4;4;4;5;1;5;4;2;4;2;4;4;3;3;4;3;4;4;4;2;4;4;4;5;1;5;3;3;3;3;3;4;2;4;5;4;4;4;2;4;4;3;3;4;2;2;3;3;4;4;4;5;1;5;4;2;5;4;6;6;4;4;5;7;7;4;4;6;3;3;3;4;3;1;1;0;3;3;3;3;3;3;1;1;1;2;1;2;2;1;2;2;1;2;2;1;1;2;1;2;21;8;1;21;36;21;32;34;20;19;39;3,88888888888889;3,55555555555556;2,75;3,375;3,5;41;44
1;1;5;5;4;4;5;4;5;5;5;4;5;5;2;1;NA;NA;NA;NA;NA;NA;NA;2;5;5;5;5;5;5;5;5;5;5;1;2;2;2;3;3;3;2;3;2;2;4;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;1;NA;1;60;81;2;1;2;5;5;5;5;5;5;5;5;5;5;1;3;3;3;5;1;3;3;3;4;3;3;3;3;4;4;2;4;5;4;4;3;3;2;4;3;3;4;2;4;1;5;3;3;3;4;3;3;5;3;4;4;2;5;5;4;2;3;3;3;3;3;5;3;4;3;3;4;3;3;3;4;4;5;5;5;5;5;5;3;5;5;4;5;4;3;3;2;3;3;4;4;4;4;4;4;2;1;2;1;1;2;1;1;2;1;1;2;2;1;1;1;2;1;18;5;1;30;51;24;24;24;19;20;39;3,66666666666667;4,44444444444444;3;2,75;3,4;51;50
1;1;4;4;5;4;3;3;5;5;5;5;4;4;2;1;NA;NA;NA;NA;NA;NA;NA;2;5;5;5;5;3;5;5;5;5;4;1;3;2;4;5;5;3;3;3;2;1;5;5;5;6;6;5;5;4;NA;NA;1;1;1;1;NA;NA;1;NA;1;30;32;2;1;2;4;4;4;4;4;3;4;4;4;4;1;3;3;3;5;3;3;4;2;3;3;3;3;3;3;3;1;5;5;3;3;3;3;1;5;3;3;4;2;5;3;3;5;1;3;3;1;5;5;3;3;3;3;5;5;5;1;3;3;3;1;5;3;1;3;3;3;5;3;3;3;6;6;6;7;7;7;4;4;1;7;4;4;5;4;4;4;3;3;3;5;5;4;4;4;5;2;2;2;2;2;1;2;1;2;2;1;2;2;1;2;2;1;2;24;11;1;23;57;34;24;31;21;20;41;4,33333333333333;4,11111111111111;2,75;2,25;3;47;47
